Temperature - (Celsius),Year,Statistics,Country,ISO3
-26.92,1901,Jan Average,Russia,RUS
-22.77,1901,Feb Average,Russia,RUS
-17.64,1901,Mar Average,Russia,RUS
-7.95,1901,Apr Average,Russia,RUS
2.01,1901,May Average,Russia,RUS
10.86,1901,Jun Average,Russia,RUS
15.29,1901,Jul Average,Russia,RUS
12.33,1901,Aug Average,Russia,RUS
5.96,1901,Sep Average,Russia,RUS
-6.55,1901,Oct Average,Russia,RUS
-19.8,1901,Nov Average,Russia,RUS
-25.71,1901,Dec Average,Russia,RUS
-25.6,1902,Jan Average,Russia,RUS
-19.59,1902,Feb Average,Russia,RUS
-15.12,1902,Mar Average,Russia,RUS
-5.81,1902,Apr Average,Russia,RUS
3.27,1902,May Average,Russia,RUS
10.94,1902,Jun Average,Russia,RUS
15.36,1902,Jul Average,Russia,RUS
12.34,1902,Aug Average,Russia,RUS
6.04,1902,Sep Average,Russia,RUS
-5.33,1902,Oct Average,Russia,RUS
-15.23,1902,Nov Average,Russia,RUS
-25.21,1902,Dec Average,Russia,RUS
-25.51,1903,Jan Average,Russia,RUS
-23.68,1903,Feb Average,Russia,RUS
-15.38,1903,Mar Average,Russia,RUS
-5.98,1903,Apr Average,Russia,RUS
3.49,1903,May Average,Russia,RUS
10.88,1903,Jun Average,Russia,RUS
14.25,1903,Jul Average,Russia,RUS
12.71,1903,Aug Average,Russia,RUS
5.45,1903,Sep Average,Russia,RUS
-4.05,1903,Oct Average,Russia,RUS
-14.03,1903,Nov Average,Russia,RUS
-23.06,1903,Dec Average,Russia,RUS
-23.98,1904,Jan Average,Russia,RUS
-23.07,1904,Feb Average,Russia,RUS
-16.63,1904,Mar Average,Russia,RUS
-6.97,1904,Apr Average,Russia,RUS
3.21,1904,May Average,Russia,RUS
10.55,1904,Jun Average,Russia,RUS
14.84,1904,Jul Average,Russia,RUS
12.28,1904,Aug Average,Russia,RUS
6.39,1904,Sep Average,Russia,RUS
-3.82,1904,Oct Average,Russia,RUS
-16.19,1904,Nov Average,Russia,RUS
-23.09,1904,Dec Average,Russia,RUS
-27.68,1905,Jan Average,Russia,RUS
-25.18,1905,Feb Average,Russia,RUS
-14.37,1905,Mar Average,Russia,RUS
-3.6,1905,Apr Average,Russia,RUS
4.18,1905,May Average,Russia,RUS
12.51,1905,Jun Average,Russia,RUS
14.94,1905,Jul Average,Russia,RUS
13.68,1905,Aug Average,Russia,RUS
6.15,1905,Sep Average,Russia,RUS
-3.52,1905,Oct Average,Russia,RUS
-17.93,1905,Nov Average,Russia,RUS
-20.41,1905,Dec Average,Russia,RUS
-28.25,1906,Jan Average,Russia,RUS
-23.72,1906,Feb Average,Russia,RUS
-15.39,1906,Mar Average,Russia,RUS
-4.73,1906,Apr Average,Russia,RUS
3.2,1906,May Average,Russia,RUS
11.02,1906,Jun Average,Russia,RUS
15.13,1906,Jul Average,Russia,RUS
12.97,1906,Aug Average,Russia,RUS
6.6,1906,Sep Average,Russia,RUS
-3.67,1906,Oct Average,Russia,RUS
-18.32,1906,Nov Average,Russia,RUS
-27.11,1906,Dec Average,Russia,RUS
-28.51,1907,Jan Average,Russia,RUS
-22.74,1907,Feb Average,Russia,RUS
-18.3,1907,Mar Average,Russia,RUS
-6.38,1907,Apr Average,Russia,RUS
3.84,1907,May Average,Russia,RUS
11.92,1907,Jun Average,Russia,RUS
15.28,1907,Jul Average,Russia,RUS
12.62,1907,Aug Average,Russia,RUS
6.84,1907,Sep Average,Russia,RUS
-3.86,1907,Oct Average,Russia,RUS
-17.83,1907,Nov Average,Russia,RUS
-25.17,1907,Dec Average,Russia,RUS
-27.65,1908,Jan Average,Russia,RUS
-23.46,1908,Feb Average,Russia,RUS
-18.81,1908,Mar Average,Russia,RUS
-6.28,1908,Apr Average,Russia,RUS
2.78,1908,May Average,Russia,RUS
11.25,1908,Jun Average,Russia,RUS
15.69,1908,Jul Average,Russia,RUS
13.21,1908,Aug Average,Russia,RUS
6.58,1908,Sep Average,Russia,RUS
-3.26,1908,Oct Average,Russia,RUS
-15.65,1908,Nov Average,Russia,RUS
-23.16,1908,Dec Average,Russia,RUS
-26.24,1909,Jan Average,Russia,RUS
-21.63,1909,Feb Average,Russia,RUS
-17.61,1909,Mar Average,Russia,RUS
-5.76,1909,Apr Average,Russia,RUS
3.83,1909,May Average,Russia,RUS
11.11,1909,Jun Average,Russia,RUS
15.89,1909,Jul Average,Russia,RUS
13.19,1909,Aug Average,Russia,RUS
6.47,1909,Sep Average,Russia,RUS
-4.47,1909,Oct Average,Russia,RUS
-18.22,1909,Nov Average,Russia,RUS
-25.0,1909,Dec Average,Russia,RUS
-26.84,1910,Jan Average,Russia,RUS
-24.44,1910,Feb Average,Russia,RUS
-18.04,1910,Mar Average,Russia,RUS
-5.36,1910,Apr Average,Russia,RUS
2.86,1910,May Average,Russia,RUS
11.56,1910,Jun Average,Russia,RUS
15.48,1910,Jul Average,Russia,RUS
12.67,1910,Aug Average,Russia,RUS
5.4,1910,Sep Average,Russia,RUS
-3.81,1910,Oct Average,Russia,RUS
-14.33,1910,Nov Average,Russia,RUS
-23.93,1910,Dec Average,Russia,RUS
-25.23,1911,Jan Average,Russia,RUS
-25.36,1911,Feb Average,Russia,RUS
-18.56,1911,Mar Average,Russia,RUS
-5.93,1911,Apr Average,Russia,RUS
3.55,1911,May Average,Russia,RUS
12.01,1911,Jun Average,Russia,RUS
14.16,1911,Jul Average,Russia,RUS
11.51,1911,Aug Average,Russia,RUS
5.63,1911,Sep Average,Russia,RUS
-7.77,1911,Oct Average,Russia,RUS
-17.41,1911,Nov Average,Russia,RUS
-25.52,1911,Dec Average,Russia,RUS
-26.89,1912,Jan Average,Russia,RUS
-25.33,1912,Feb Average,Russia,RUS
-14.47,1912,Mar Average,Russia,RUS
-6.38,1912,Apr Average,Russia,RUS
2.9,1912,May Average,Russia,RUS
11.09,1912,Jun Average,Russia,RUS
14.62,1912,Jul Average,Russia,RUS
12.82,1912,Aug Average,Russia,RUS
6.02,1912,Sep Average,Russia,RUS
-4.72,1912,Oct Average,Russia,RUS
-16.12,1912,Nov Average,Russia,RUS
-20.87,1912,Dec Average,Russia,RUS
-24.41,1913,Jan Average,Russia,RUS
-20.46,1913,Feb Average,Russia,RUS
-17.46,1913,Mar Average,Russia,RUS
-6.42,1913,Apr Average,Russia,RUS
3.91,1913,May Average,Russia,RUS
11.47,1913,Jun Average,Russia,RUS
14.74,1913,Jul Average,Russia,RUS
13.05,1913,Aug Average,Russia,RUS
6.31,1913,Sep Average,Russia,RUS
-4.55,1913,Oct Average,Russia,RUS
-18.09,1913,Nov Average,Russia,RUS
-22.06,1913,Dec Average,Russia,RUS
-28.37,1914,Jan Average,Russia,RUS
-23.88,1914,Feb Average,Russia,RUS
-17.37,1914,Mar Average,Russia,RUS
-5.99,1914,Apr Average,Russia,RUS
4.55,1914,May Average,Russia,RUS
11.84,1914,Jun Average,Russia,RUS
15.81,1914,Jul Average,Russia,RUS
12.04,1914,Aug Average,Russia,RUS
5.66,1914,Sep Average,Russia,RUS
-6.42,1914,Oct Average,Russia,RUS
-16.82,1914,Nov Average,Russia,RUS
-25.88,1914,Dec Average,Russia,RUS
-24.83,1915,Jan Average,Russia,RUS
-22.68,1915,Feb Average,Russia,RUS
-17.5,1915,Mar Average,Russia,RUS
-6.96,1915,Apr Average,Russia,RUS
2.37,1915,May Average,Russia,RUS
10.96,1915,Jun Average,Russia,RUS
15.03,1915,Jul Average,Russia,RUS
12.38,1915,Aug Average,Russia,RUS
5.66,1915,Sep Average,Russia,RUS
-3.4,1915,Oct Average,Russia,RUS
-16.12,1915,Nov Average,Russia,RUS
-26.98,1915,Dec Average,Russia,RUS
-26.45,1916,Jan Average,Russia,RUS
-24.76,1916,Feb Average,Russia,RUS
-17.51,1916,Mar Average,Russia,RUS
-4.95,1916,Apr Average,Russia,RUS
4.09,1916,May Average,Russia,RUS
11.74,1916,Jun Average,Russia,RUS
15.12,1916,Jul Average,Russia,RUS
12.25,1916,Aug Average,Russia,RUS
6.71,1916,Sep Average,Russia,RUS
-4.02,1916,Oct Average,Russia,RUS
-15.97,1916,Nov Average,Russia,RUS
-22.85,1916,Dec Average,Russia,RUS
-24.37,1917,Jan Average,Russia,RUS
-23.34,1917,Feb Average,Russia,RUS
-15.62,1917,Mar Average,Russia,RUS
-5.56,1917,Apr Average,Russia,RUS
2.18,1917,May Average,Russia,RUS
11.38,1917,Jun Average,Russia,RUS
14.81,1917,Jul Average,Russia,RUS
12.3,1917,Aug Average,Russia,RUS
6.52,1917,Sep Average,Russia,RUS
-3.51,1917,Oct Average,Russia,RUS
-16.5,1917,Nov Average,Russia,RUS
-26.41,1917,Dec Average,Russia,RUS
-29.38,1918,Jan Average,Russia,RUS
-25.59,1918,Feb Average,Russia,RUS
-17.79,1918,Mar Average,Russia,RUS
-5.59,1918,Apr Average,Russia,RUS
2.54,1918,May Average,Russia,RUS
10.92,1918,Jun Average,Russia,RUS
15.22,1918,Jul Average,Russia,RUS
13.07,1918,Aug Average,Russia,RUS
7.15,1918,Sep Average,Russia,RUS
-2.46,1918,Oct Average,Russia,RUS
-17.86,1918,Nov Average,Russia,RUS
-23.68,1918,Dec Average,Russia,RUS
-24.26,1919,Jan Average,Russia,RUS
-24.03,1919,Feb Average,Russia,RUS
-13.42,1919,Mar Average,Russia,RUS
-3.54,1919,Apr Average,Russia,RUS
5.22,1919,May Average,Russia,RUS
11.85,1919,Jun Average,Russia,RUS
15.4,1919,Jul Average,Russia,RUS
13.54,1919,Aug Average,Russia,RUS
5.83,1919,Sep Average,Russia,RUS
-5.98,1919,Oct Average,Russia,RUS
-17.62,1919,Nov Average,Russia,RUS
-25.35,1919,Dec Average,Russia,RUS
-23.87,1920,Jan Average,Russia,RUS
-22.43,1920,Feb Average,Russia,RUS
-15.16,1920,Mar Average,Russia,RUS
-5.19,1920,Apr Average,Russia,RUS
3.95,1920,May Average,Russia,RUS
12.76,1920,Jun Average,Russia,RUS
15.68,1920,Jul Average,Russia,RUS
12.87,1920,Aug Average,Russia,RUS
6.29,1920,Sep Average,Russia,RUS
-4.05,1920,Oct Average,Russia,RUS
-15.55,1920,Nov Average,Russia,RUS
-25.11,1920,Dec Average,Russia,RUS
-27.82,1921,Jan Average,Russia,RUS
-26.17,1921,Feb Average,Russia,RUS
-15.16,1921,Mar Average,Russia,RUS
-5.9,1921,Apr Average,Russia,RUS
4.03,1921,May Average,Russia,RUS
12.24,1921,Jun Average,Russia,RUS
15.84,1921,Jul Average,Russia,RUS
12.5,1921,Aug Average,Russia,RUS
5.73,1921,Sep Average,Russia,RUS
-4.72,1921,Oct Average,Russia,RUS
-16.64,1921,Nov Average,Russia,RUS
-21.7,1921,Dec Average,Russia,RUS
-25.35,1922,Jan Average,Russia,RUS
-24.8,1922,Feb Average,Russia,RUS
-15.64,1922,Mar Average,Russia,RUS
-7.26,1922,Apr Average,Russia,RUS
3.08,1922,May Average,Russia,RUS
11.85,1922,Jun Average,Russia,RUS
15.23,1922,Jul Average,Russia,RUS
13.09,1922,Aug Average,Russia,RUS
7.09,1922,Sep Average,Russia,RUS
-2.92,1922,Oct Average,Russia,RUS
-15.93,1922,Nov Average,Russia,RUS
-22.24,1922,Dec Average,Russia,RUS
-26.88,1923,Jan Average,Russia,RUS
-24.43,1923,Feb Average,Russia,RUS
-16.35,1923,Mar Average,Russia,RUS
-6.23,1923,Apr Average,Russia,RUS
4.42,1923,May Average,Russia,RUS
11.12,1923,Jun Average,Russia,RUS
15.5,1923,Jul Average,Russia,RUS
12.92,1923,Aug Average,Russia,RUS
7.08,1923,Sep Average,Russia,RUS
-4.13,1923,Oct Average,Russia,RUS
-13.69,1923,Nov Average,Russia,RUS
-21.68,1923,Dec Average,Russia,RUS
-21.57,1924,Jan Average,Russia,RUS
-22.96,1924,Feb Average,Russia,RUS
-16.7,1924,Mar Average,Russia,RUS
-5.81,1924,Apr Average,Russia,RUS
3.46,1924,May Average,Russia,RUS
10.93,1924,Jun Average,Russia,RUS
14.86,1924,Jul Average,Russia,RUS
13.05,1924,Aug Average,Russia,RUS
6.67,1924,Sep Average,Russia,RUS
-3.02,1924,Oct Average,Russia,RUS
-15.05,1924,Nov Average,Russia,RUS
-22.67,1924,Dec Average,Russia,RUS
-24.25,1925,Jan Average,Russia,RUS
-24.05,1925,Feb Average,Russia,RUS
-13.37,1925,Mar Average,Russia,RUS
-5.93,1925,Apr Average,Russia,RUS
2.31,1925,May Average,Russia,RUS
11.29,1925,Jun Average,Russia,RUS
14.53,1925,Jul Average,Russia,RUS
12.95,1925,Aug Average,Russia,RUS
6.66,1925,Sep Average,Russia,RUS
-3.75,1925,Oct Average,Russia,RUS
-14.8,1925,Nov Average,Russia,RUS
-24.02,1925,Dec Average,Russia,RUS
-28.08,1926,Jan Average,Russia,RUS
-23.18,1926,Feb Average,Russia,RUS
-18.12,1926,Mar Average,Russia,RUS
-5.57,1926,Apr Average,Russia,RUS
4.68,1926,May Average,Russia,RUS
12.22,1926,Jun Average,Russia,RUS
15.15,1926,Jul Average,Russia,RUS
12.82,1926,Aug Average,Russia,RUS
7.48,1926,Sep Average,Russia,RUS
-3.05,1926,Oct Average,Russia,RUS
-15.04,1926,Nov Average,Russia,RUS
-24.7,1926,Dec Average,Russia,RUS
-25.72,1927,Jan Average,Russia,RUS
-23.59,1927,Feb Average,Russia,RUS
-17.51,1927,Mar Average,Russia,RUS
-6.19,1927,Apr Average,Russia,RUS
3.19,1927,May Average,Russia,RUS
11.14,1927,Jun Average,Russia,RUS
15.07,1927,Jul Average,Russia,RUS
13.21,1927,Aug Average,Russia,RUS
6.36,1927,Sep Average,Russia,RUS
-3.55,1927,Oct Average,Russia,RUS
-16.61,1927,Nov Average,Russia,RUS
-23.26,1927,Dec Average,Russia,RUS
-27.82,1928,Jan Average,Russia,RUS
-26.61,1928,Feb Average,Russia,RUS
-16.64,1928,Mar Average,Russia,RUS
-6.64,1928,Apr Average,Russia,RUS
3.65,1928,May Average,Russia,RUS
11.3,1928,Jun Average,Russia,RUS
15.09,1928,Jul Average,Russia,RUS
12.91,1928,Aug Average,Russia,RUS
5.66,1928,Sep Average,Russia,RUS
-2.8,1928,Oct Average,Russia,RUS
-14.92,1928,Nov Average,Russia,RUS
-26.31,1928,Dec Average,Russia,RUS
-22.93,1929,Jan Average,Russia,RUS
-25.46,1929,Feb Average,Russia,RUS
-14.68,1929,Mar Average,Russia,RUS
-6.91,1929,Apr Average,Russia,RUS
3.31,1929,May Average,Russia,RUS
11.35,1929,Jun Average,Russia,RUS
15.11,1929,Jul Average,Russia,RUS
13.48,1929,Aug Average,Russia,RUS
5.74,1929,Sep Average,Russia,RUS
-3.81,1929,Oct Average,Russia,RUS
-14.15,1929,Nov Average,Russia,RUS
-25.16,1929,Dec Average,Russia,RUS
-28.96,1930,Jan Average,Russia,RUS
-27.04,1930,Feb Average,Russia,RUS
-15.81,1930,Mar Average,Russia,RUS
-7.24,1930,Apr Average,Russia,RUS
3.36,1930,May Average,Russia,RUS
11.99,1930,Jun Average,Russia,RUS
15.83,1930,Jul Average,Russia,RUS
13.44,1930,Aug Average,Russia,RUS
7.1,1930,Sep Average,Russia,RUS
-2.09,1930,Oct Average,Russia,RUS
-15.53,1930,Nov Average,Russia,RUS
-22.61,1930,Dec Average,Russia,RUS
-21.83,1931,Jan Average,Russia,RUS
-23.52,1931,Feb Average,Russia,RUS
-16.37,1931,Mar Average,Russia,RUS
-4.43,1931,Apr Average,Russia,RUS
3.32,1931,May Average,Russia,RUS
11.43,1931,Jun Average,Russia,RUS
15.87,1931,Jul Average,Russia,RUS
13.3,1931,Aug Average,Russia,RUS
7.79,1931,Sep Average,Russia,RUS
-2.06,1931,Oct Average,Russia,RUS
-16.49,1931,Nov Average,Russia,RUS
-21.96,1931,Dec Average,Russia,RUS
-27.43,1932,Jan Average,Russia,RUS
-26.28,1932,Feb Average,Russia,RUS
-18.05,1932,Mar Average,Russia,RUS
-5.81,1932,Apr Average,Russia,RUS
2.37,1932,May Average,Russia,RUS
10.84,1932,Jun Average,Russia,RUS
15.4,1932,Jul Average,Russia,RUS
12.8,1932,Aug Average,Russia,RUS
5.8,1932,Sep Average,Russia,RUS
-2.81,1932,Oct Average,Russia,RUS
-15.96,1932,Nov Average,Russia,RUS
-23.83,1932,Dec Average,Russia,RUS
-23.39,1933,Jan Average,Russia,RUS
-18.6,1933,Feb Average,Russia,RUS
-16.31,1933,Mar Average,Russia,RUS
-6.95,1933,Apr Average,Russia,RUS
5.01,1933,May Average,Russia,RUS
11.57,1933,Jun Average,Russia,RUS
14.97,1933,Jul Average,Russia,RUS
12.79,1933,Aug Average,Russia,RUS
5.5,1933,Sep Average,Russia,RUS
-2.83,1933,Oct Average,Russia,RUS
-14.09,1933,Nov Average,Russia,RUS
-22.6,1933,Dec Average,Russia,RUS
-25.52,1934,Jan Average,Russia,RUS
-19.08,1934,Feb Average,Russia,RUS
-16.01,1934,Mar Average,Russia,RUS
-6.6,1934,Apr Average,Russia,RUS
3.5,1934,May Average,Russia,RUS
11.57,1934,Jun Average,Russia,RUS
15.18,1934,Jul Average,Russia,RUS
12.95,1934,Aug Average,Russia,RUS
6.79,1934,Sep Average,Russia,RUS
-3.65,1934,Oct Average,Russia,RUS
-17.38,1934,Nov Average,Russia,RUS
-23.55,1934,Dec Average,Russia,RUS
-26.59,1935,Jan Average,Russia,RUS
-24.02,1935,Feb Average,Russia,RUS
-17.23,1935,Mar Average,Russia,RUS
-5.12,1935,Apr Average,Russia,RUS
3.8,1935,May Average,Russia,RUS
11.75,1935,Jun Average,Russia,RUS
16.19,1935,Jul Average,Russia,RUS
13.11,1935,Aug Average,Russia,RUS
7.03,1935,Sep Average,Russia,RUS
-3.25,1935,Oct Average,Russia,RUS
-15.26,1935,Nov Average,Russia,RUS
-20.0,1935,Dec Average,Russia,RUS
-23.76,1936,Jan Average,Russia,RUS
-21.74,1936,Feb Average,Russia,RUS
-18.58,1936,Mar Average,Russia,RUS
-6.35,1936,Apr Average,Russia,RUS
3.76,1936,May Average,Russia,RUS
12.26,1936,Jun Average,Russia,RUS
15.2,1936,Jul Average,Russia,RUS
12.34,1936,Aug Average,Russia,RUS
7.0,1936,Sep Average,Russia,RUS
-2.72,1936,Oct Average,Russia,RUS
-15.3,1936,Nov Average,Russia,RUS
-24.01,1936,Dec Average,Russia,RUS
-24.68,1937,Jan Average,Russia,RUS
-21.8,1937,Feb Average,Russia,RUS
-14.32,1937,Mar Average,Russia,RUS
-2.93,1937,Apr Average,Russia,RUS
4.24,1937,May Average,Russia,RUS
11.84,1937,Jun Average,Russia,RUS
15.72,1937,Jul Average,Russia,RUS
13.58,1937,Aug Average,Russia,RUS
7.22,1937,Sep Average,Russia,RUS
-4.2,1937,Oct Average,Russia,RUS
-13.23,1937,Nov Average,Russia,RUS
-26.09,1937,Dec Average,Russia,RUS
-27.27,1938,Jan Average,Russia,RUS
-20.2,1938,Feb Average,Russia,RUS
-14.93,1938,Mar Average,Russia,RUS
-4.63,1938,Apr Average,Russia,RUS
3.65,1938,May Average,Russia,RUS
12.7,1938,Jun Average,Russia,RUS
14.98,1938,Jul Average,Russia,RUS
12.89,1938,Aug Average,Russia,RUS
6.15,1938,Sep Average,Russia,RUS
-4.39,1938,Oct Average,Russia,RUS
-15.17,1938,Nov Average,Russia,RUS
-19.85,1938,Dec Average,Russia,RUS
-29.02,1939,Jan Average,Russia,RUS
-23.15,1939,Feb Average,Russia,RUS
-15.39,1939,Mar Average,Russia,RUS
-4.25,1939,Apr Average,Russia,RUS
3.32,1939,May Average,Russia,RUS
11.89,1939,Jun Average,Russia,RUS
15.37,1939,Jul Average,Russia,RUS
13.36,1939,Aug Average,Russia,RUS
6.44,1939,Sep Average,Russia,RUS
-6.03,1939,Oct Average,Russia,RUS
-15.45,1939,Nov Average,Russia,RUS
-24.23,1939,Dec Average,Russia,RUS
-27.73,1940,Jan Average,Russia,RUS
-25.51,1940,Feb Average,Russia,RUS
-18.53,1940,Mar Average,Russia,RUS
-7.47,1940,Apr Average,Russia,RUS
3.21,1940,May Average,Russia,RUS
11.74,1940,Jun Average,Russia,RUS
15.38,1940,Jul Average,Russia,RUS
13.05,1940,Aug Average,Russia,RUS
6.33,1940,Sep Average,Russia,RUS
-3.51,1940,Oct Average,Russia,RUS
-17.76,1940,Nov Average,Russia,RUS
-26.44,1940,Dec Average,Russia,RUS
-25.39,1941,Jan Average,Russia,RUS
-24.55,1941,Feb Average,Russia,RUS
-19.7,1941,Mar Average,Russia,RUS
-6.85,1941,Apr Average,Russia,RUS
3.29,1941,May Average,Russia,RUS
11.68,1941,Jun Average,Russia,RUS
15.26,1941,Jul Average,Russia,RUS
12.28,1941,Aug Average,Russia,RUS
6.66,1941,Sep Average,Russia,RUS
-4.22,1941,Oct Average,Russia,RUS
-15.72,1941,Nov Average,Russia,RUS
-20.57,1941,Dec Average,Russia,RUS
-26.04,1942,Jan Average,Russia,RUS
-20.94,1942,Feb Average,Russia,RUS
-13.52,1942,Mar Average,Russia,RUS
-2.38,1942,Apr Average,Russia,RUS
6.33,1942,May Average,Russia,RUS
11.86,1942,Jun Average,Russia,RUS
15.23,1942,Jul Average,Russia,RUS
13.06,1942,Aug Average,Russia,RUS
7.19,1942,Sep Average,Russia,RUS
-2.45,1942,Oct Average,Russia,RUS
-15.96,1942,Nov Average,Russia,RUS
-22.52,1942,Dec Average,Russia,RUS
-23.05,1943,Jan Average,Russia,RUS
-21.08,1943,Feb Average,Russia,RUS
-13.66,1943,Mar Average,Russia,RUS
-5.13,1943,Apr Average,Russia,RUS
4.4,1943,May Average,Russia,RUS
11.36,1943,Jun Average,Russia,RUS
14.79,1943,Jul Average,Russia,RUS
12.64,1943,Aug Average,Russia,RUS
7.87,1943,Sep Average,Russia,RUS
-3.05,1943,Oct Average,Russia,RUS
-16.99,1943,Nov Average,Russia,RUS
-22.87,1943,Dec Average,Russia,RUS
-26.43,1944,Jan Average,Russia,RUS
-24.77,1944,Feb Average,Russia,RUS
-17.77,1944,Mar Average,Russia,RUS
-3.68,1944,Apr Average,Russia,RUS
4.36,1944,May Average,Russia,RUS
11.97,1944,Jun Average,Russia,RUS
14.79,1944,Jul Average,Russia,RUS
13.51,1944,Aug Average,Russia,RUS
6.95,1944,Sep Average,Russia,RUS
-2.71,1944,Oct Average,Russia,RUS
-15.74,1944,Nov Average,Russia,RUS
-26.04,1944,Dec Average,Russia,RUS
-25.32,1945,Jan Average,Russia,RUS
-23.48,1945,Feb Average,Russia,RUS
-17.82,1945,Mar Average,Russia,RUS
-4.94,1945,Apr Average,Russia,RUS
3.08,1945,May Average,Russia,RUS
11.15,1945,Jun Average,Russia,RUS
15.45,1945,Jul Average,Russia,RUS
13.04,1945,Aug Average,Russia,RUS
5.11,1945,Sep Average,Russia,RUS
-4.58,1945,Oct Average,Russia,RUS
-15.99,1945,Nov Average,Russia,RUS
-25.49,1945,Dec Average,Russia,RUS
-27.91,1946,Jan Average,Russia,RUS
-24.62,1946,Feb Average,Russia,RUS
-15.82,1946,Mar Average,Russia,RUS
-3.71,1946,Apr Average,Russia,RUS
3.98,1946,May Average,Russia,RUS
11.69,1946,Jun Average,Russia,RUS
14.53,1946,Jul Average,Russia,RUS
12.26,1946,Aug Average,Russia,RUS
6.74,1946,Sep Average,Russia,RUS
-1.2,1946,Oct Average,Russia,RUS
-16.36,1946,Nov Average,Russia,RUS
-24.45,1946,Dec Average,Russia,RUS
-23.59,1947,Jan Average,Russia,RUS
-22.44,1947,Feb Average,Russia,RUS
-14.8,1947,Mar Average,Russia,RUS
-4.02,1947,Apr Average,Russia,RUS
5.22,1947,May Average,Russia,RUS
12.32,1947,Jun Average,Russia,RUS
15.22,1947,Jul Average,Russia,RUS
12.89,1947,Aug Average,Russia,RUS
6.71,1947,Sep Average,Russia,RUS
-2.46,1947,Oct Average,Russia,RUS
-13.88,1947,Nov Average,Russia,RUS
-23.38,1947,Dec Average,Russia,RUS
-21.24,1948,Jan Average,Russia,RUS
-22.34,1948,Feb Average,Russia,RUS
-16.05,1948,Mar Average,Russia,RUS
-4.28,1948,Apr Average,Russia,RUS
4.42,1948,May Average,Russia,RUS
11.17,1948,Jun Average,Russia,RUS
14.35,1948,Jul Average,Russia,RUS
13.06,1948,Aug Average,Russia,RUS
6.25,1948,Sep Average,Russia,RUS
-2.4,1948,Oct Average,Russia,RUS
-17.62,1948,Nov Average,Russia,RUS
-24.29,1948,Dec Average,Russia,RUS
-27.56,1949,Jan Average,Russia,RUS
-22.65,1949,Feb Average,Russia,RUS
-15.5,1949,Mar Average,Russia,RUS
-5.09,1949,Apr Average,Russia,RUS
3.6,1949,May Average,Russia,RUS
11.54,1949,Jun Average,Russia,RUS
14.33,1949,Jul Average,Russia,RUS
12.29,1949,Aug Average,Russia,RUS
6.36,1949,Sep Average,Russia,RUS
-3.62,1949,Oct Average,Russia,RUS
-17.77,1949,Nov Average,Russia,RUS
-22.92,1949,Dec Average,Russia,RUS
-27.3,1950,Jan Average,Russia,RUS
-27.2,1950,Feb Average,Russia,RUS
-16.06,1950,Mar Average,Russia,RUS
-3.99,1950,Apr Average,Russia,RUS
3.79,1950,May Average,Russia,RUS
11.28,1950,Jun Average,Russia,RUS
15.02,1950,Jul Average,Russia,RUS
12.94,1950,Aug Average,Russia,RUS
7.39,1950,Sep Average,Russia,RUS
-2.68,1950,Oct Average,Russia,RUS
-15.63,1950,Nov Average,Russia,RUS
-18.69,1950,Dec Average,Russia,RUS
-24.86,1951,Jan Average,Russia,RUS
-24.05,1951,Feb Average,Russia,RUS
-18.02,1951,Mar Average,Russia,RUS
-6.66,1951,Apr Average,Russia,RUS
3.11,1951,May Average,Russia,RUS
11.57,1951,Jun Average,Russia,RUS
15.91,1951,Jul Average,Russia,RUS
13.1,1951,Aug Average,Russia,RUS
7.28,1951,Sep Average,Russia,RUS
-5.43,1951,Oct Average,Russia,RUS
-20.34,1951,Nov Average,Russia,RUS
-25.61,1951,Dec Average,Russia,RUS
-25.45,1952,Jan Average,Russia,RUS
-24.39,1952,Feb Average,Russia,RUS
-15.08,1952,Mar Average,Russia,RUS
-3.01,1952,Apr Average,Russia,RUS
4.64,1952,May Average,Russia,RUS
12.72,1952,Jun Average,Russia,RUS
16.0,1952,Jul Average,Russia,RUS
13.19,1952,Aug Average,Russia,RUS
6.36,1952,Sep Average,Russia,RUS
-3.42,1952,Oct Average,Russia,RUS
-18.21,1952,Nov Average,Russia,RUS
-21.47,1952,Dec Average,Russia,RUS
-26.99,1953,Jan Average,Russia,RUS
-26.07,1953,Feb Average,Russia,RUS
-16.7,1953,Mar Average,Russia,RUS
-4.75,1953,Apr Average,Russia,RUS
3.18,1953,May Average,Russia,RUS
12.72,1953,Jun Average,Russia,RUS
16.05,1953,Jul Average,Russia,RUS
13.36,1953,Aug Average,Russia,RUS
6.52,1953,Sep Average,Russia,RUS
-2.62,1953,Oct Average,Russia,RUS
-15.96,1953,Nov Average,Russia,RUS
-23.43,1953,Dec Average,Russia,RUS
-22.03,1954,Jan Average,Russia,RUS
-25.19,1954,Feb Average,Russia,RUS
-19.32,1954,Mar Average,Russia,RUS
-6.46,1954,Apr Average,Russia,RUS
4.32,1954,May Average,Russia,RUS
11.98,1954,Jun Average,Russia,RUS
14.78,1954,Jul Average,Russia,RUS
12.99,1954,Aug Average,Russia,RUS
5.89,1954,Sep Average,Russia,RUS
-3.01,1954,Oct Average,Russia,RUS
-15.92,1954,Nov Average,Russia,RUS
-25.95,1954,Dec Average,Russia,RUS
-25.91,1955,Jan Average,Russia,RUS
-25.1,1955,Feb Average,Russia,RUS
-16.81,1955,Mar Average,Russia,RUS
-7.54,1955,Apr Average,Russia,RUS
