Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%)
1993-03,0.23608007,0.18892586,0.28323427
1993-04,0.19514883,0.14572291,0.24457474
1993-05,0.19503304,0.13349326,0.25657284
1993-06,0.16445984,0.099572934,0.22934674
1993-07,0.15863112,0.09205189,0.22521032
1993-08,0.08418279,0.013109553,0.15525602
1993-09,0.045521,-0.027268391,0.11831039
1993-10,0.15051654,0.09072666,0.21030644
1993-11,0.06566895,0.012819225,0.11851867
1993-12,0.14829831,0.1003046,0.19629201
1994-01,0.20031649,0.15430397,0.24632901
1994-02,0.014015401,-0.037698988,0.06572979
1994-03,0.23547028,0.1929952,0.27794534
1994-04,0.25558206,0.20292777,0.30823633
1994-05,0.20769499,0.14959231,0.26579767
1994-06,0.31435218,0.25530413,0.37340024
1994-07,0.18217762,0.11941934,0.2449359
1994-08,0.1732785,0.10758695,0.23897003
1994-09,0.2722316,0.21403906,0.3304242
1994-10,0.34696406,0.29957974,0.39434835
1994-11,0.3531186,0.30807722,0.39815998
1994-12,0.24739546,0.20374133,0.29104957
1995-01,0.41360325,0.36785004,0.4593565
1995-02,0.6401344,0.5955497,0.6847191
1995-03,0.3564086,0.3137096,0.39910764
1995-04,0.42731214,0.38019723,0.474427
1995-05,0.26464352,0.2158012,0.31348586
1995-06,0.37844238,0.32494324,0.4319415
1995-07,0.44184983,0.3830831,0.50061655
1995-08,0.391613,0.32795027,0.45527574
1995-09,0.27957153,0.22031401,0.33882907
1995-10,0.37940124,0.3315722,0.42723027
1995-11,0.37539726,0.32783252,0.42296204
1995-12,0.1740167,0.13141942,0.21661398
1996-01,0.21639675,0.17465207,0.25814143
1996-02,0.46155688,0.4207942,0.5023196
1996-03,0.2883724,0.24666715,0.33007762
1996-04,0.25163049,0.2030822,0.3001788
1996-05,0.23714963,0.18536083,0.2889384
1996-06,0.21651414,0.16119543,0.27183285
1996-07,0.3253906,0.2691372,0.381644
1996-08,0.35149437,0.2850047,0.41798404
1996-09,0.20457508,0.1391627,0.26998743
1996-10,0.12766548,0.07437373,0.18095721
1996-11,0.3162583,0.26804507,0.36447155
1996-12,0.32326886,0.28039086,0.36614683
1997-01,0.24903603,0.2050436,0.29302847
1997-02,0.30442297,0.26189378,0.34695214
1997-03,0.39708516,0.35149974,0.44267058
1997-04,0.3775284,0.33273223,0.4223246
1997-05,0.31710884,0.26625335,0.36796433
1997-06,0.49175587,0.43785518,0.54565656
1997-07,0.3461335,0.28540578,0.4068612
1997-08,0.40574697,0.3444696,0.46702433
1997-09,0.4674913,0.4117658,0.5232167
1997-10,0.5718022,0.5265241,0.61708033
1997-11,0.61571497,0.573657,0.657773
1997-12,0.52387595,0.48183948,0.5659124
1998-01,0.5629589,0.5195781,0.6063397
1998-02,0.7973742,0.75377077,0.84097755
1998-03,0.5894701,0.54612184,0.6328183
1998-04,0.65089357,0.6040493,0.6977379
1998-05,0.6390668,0.5907695,0.6873641
1998-06,0.6679476,0.6111207,0.7247745
1998-07,0.65909415,0.59979075,0.71839756
1998-08,0.6453173,0.57817835,0.7124562
1998-09,0.43478084,0.375726,0.49383566
1998-10,0.41109028,0.35487813,0.4673024
1998-11,0.38224158,0.33153662,0.43294653
1998-12,0.48756245,0.4447607,0.53036416
1999-01,0.3872738,0.34417182,0.43037575
1999-02,0.60396034,0.55778724,0.6501335
1999-03,0.26383877,0.22156142,0.30611613
1999-04,0.26947576,0.22510633,0.3138452
1999-05,0.2477816,0.19969408,0.29586914
1999-06,0.32476822,0.2663474,0.383189
1999-07,0.3104075,0.2524305,0.36838448
1999-08,0.3025803,0.23762035,0.36754024
1999-09,0.27602673,0.21561834,0.33643514
1999-10,0.30699936,0.25596854,0.3580302
1999-11,0.28691775,0.2385114,0.3353241
1999-12,0.3137894,0.2717762,0.35580257
2000-01,0.18133692,0.13842326,0.22425057
2000-02,0.49915195,0.45606333,0.54224056
2000-03,0.44504288,0.40051213,0.48957363
2000-04,0.5384154,0.49182132,0.5850094
2000-05,0.30583385,0.25669247,0.35497522
2000-06,0.3502256,0.29859963,0.40185153
2000-07,0.32576227,0.2669195,0.38460502
2000-08,0.3747202,0.31097934,0.43846104
2000-09,0.3107709,0.2432111,0.37833068
2000-10,0.19478564,0.1407225,0.24884878
2000-11,0.24529691,0.19789627,0.29269755
2000-12,0.20167494,0.16030242,0.24304746
2001-01,0.36417356,0.3213304,0.40701672
2001-02,0.3918914,0.3534353,0.43034744
2001-03,0.5204522,0.47700635,0.563898
2001-04,0.45251647,0.4085218,0.49651113
2001-05,0.48934218,0.43208975,0.5465946
2001-06,0.44591305,0.3939379,0.4978882
2001-07,0.50912946,0.45009238,0.5681665
2001-08,0.5074936,0.4429187,0.5720685
2001-09,0.49257064,0.4302663,0.554875
2001-10,0.46419922,0.41107866,0.51731974
2001-11,0.69211686,0.640878,0.7433557
2001-12,0.54156566,0.49947885,0.5836525
2002-01,0.6473876,0.60533094,0.68944436
2002-02,0.6426373,0.6011374,0.68413717
2002-03,0.79940027,0.7590046,0.8397959
2002-04,0.56820655,0.52739567,0.6090175
2002-05,0.502807,0.44722888,0.5583851
2002-06,0.4493149,0.39931378,0.49931604
2002-07,0.56947935,0.51337254,0.62558615
2002-08,0.4984804,0.43160668,0.56535417
2002-09,0.50192404,0.44515252,0.5586955
2002-10,0.50043756,0.45524058,0.54563457
2002-11,0.4944799,0.4534452,0.5355146
2002-12,0.34704304,0.30875584,0.3853302
2003-01,0.65388364,0.613197,0.6945702
2003-02,0.48562348,0.4458717,0.52537525
2003-03,0.48364088,0.44157836,0.52570343
2003-04,0.47277164,0.42678806,0.51875526
2003-05,0.52228177,0.47656673,0.5679968
2003-06,0.42513415,0.37852696,0.47174132
2003-07,0.48383972,0.43063387,0.53704554
2003-08,0.6121032,0.550043,0.6741635
2003-09,0.5746869,0.5124665,0.6369072
2003-10,0.65677655,0.6032623,0.7102908
2003-11,0.4990721,0.45430422,0.54384
2003-12,0.66022813,0.6204066,0.7000496
2004-01,0.5089659,0.46465796,0.55327386
2004-02,0.634869,0.5934909,0.67624706
2004-03,0.52825564,0.48533162,0.5711797
2004-04,0.52279246,0.47966897,0.56591594
2004-05,0.35092646,0.29784238,0.4040105
2004-06,0.31097007,0.25695875,0.3649814
2004-07,0.23719142,0.18061385,0.293769
2004-08,0.45830214,0.3906122,0.5259921
2004-09,0.46726716,0.40468165,0.5298527
2004-10,0.52292866,0.47372162,0.57213575
2004-11,0.6510514,0.6063923,0.6957104
2004-12,0.41492838,0.37327114,0.4565856
2005-01,0.6500713,0.609467,0.6906757
2005-02,0.5338277,0.49320507,0.5744504
2005-03,0.6459099,0.6046563,0.6871636
2005-04,0.63165,0.5915574,0.6717425
2005-05,0.553209,0.5060686,0.6003494
2005-06,0.5688213,0.5192257,0.61841685
2005-07,0.55488116,0.5001601,0.6096023
2005-08,0.58098936,0.5232058,0.6387729
2005-09,0.6340549,0.5779788,0.690131
2005-10,0.68443674,0.63147235,0.73740107
2005-11,0.6432208,0.60146093,0.6849806
2005-12,0.6012786,0.5628747,0.63968253
2006-01,0.4999044,0.46040437,0.53940445
2006-02,0.6455559,0.6057573,0.6853545
2006-03,0.543684,0.5041917,0.5831763
2006-04,0.48621997,0.44641006,0.5260299
2006-05,0.47178116,0.42676216,0.51680017
2006-06,0.57188183,0.5230483,0.6207154
2006-07,0.4763779,0.4250063,0.52774954
2006-08,0.6333706,0.57561433,0.6911268
2006-09,0.5499711,0.49338928,0.60655284
2006-10,0.6137471,0.5645416,0.6629527
2006-11,0.66086054,0.62075555,0.7009655
2006-12,0.7172778,0.67794055,0.75661516
2007-01,0.8930489,0.8556196,0.9304782
2007-02,0.63967174,0.5991852,0.6801582
2007-03,0.59194857,0.5498087,0.63408846
2007-04,0.7261497,0.6873898,0.7649096
2007-05,0.58012205,0.53377515,0.62646896
2007-06,0.5006901,0.4553407,0.5460395
2007-07,0.5630122,0.5168375,0.6091869
2007-08,0.5837867,0.5294786,0.63809484
2007-09,0.5083473,0.45169324,0.56500137
2007-10,0.5590798,0.511534,0.60662574
2007-11,0.5355275,0.4951343,0.57592076
2007-12,0.41903135,0.37986842,0.45819432
2008-01,0.21021158,0.17132828,0.24909489
2008-02,0.2693002,0.23020747,0.30839294
2008-03,0.6136748,0.57399446,0.65335524
2008-04,0.44805115,0.40573728,0.490365
2008-05,0.43248925,0.38698703,0.47799146
2008-06,0.38399753,0.33127367,0.43672138
2008-07,0.5340773,0.47861314,0.58954144
2008-08,0.45276764,0.38723072,0.5183046
2008-09,0.5480162,0.48638335,0.609649
2008-10,0.5909558,0.5442111,0.63770056
2008-11,0.63220257,0.58828634,0.67611885
2008-12,0.4720541,0.4311543,0.5129539
2009-01,0.59029907,0.5528154,0.6277828
2009-02,0.47127843,0.43303752,0.50951934
2009-03,0.446841,0.40850705,0.48517495
2009-04,0.528052,0.48462898,0.571475
2009-05,0.5503384,0.5067513,0.5939255
2009-06,0.6234883,0.57204455,0.67493206
2009-07,0.68074554,0.6269582,0.7345329
2009-08,0.6221325,0.5652589,0.679006
2009-09,0.68177086,0.6316205,0.7319212
2009-10,0.6202136,0.57169586,0.6687314
2009-11,0.7060583,0.6633704,0.74874634
2009-12,0.64016175,0.59658796,0.68373555
2010-01,0.7106075,0.6701205,0.75109464
2010-02,0.7901331,0.7487547,0.8315116
2010-03,0.8602274,0.82209677,0.8983581
2010-04,0.83354694,0.79155594,0.87553793
2010-05,0.71491516,0.668846,0.76098436
2010-06,0.6450033,0.59584945,0.69415724
2010-07,0.61741793,0.5650828,0.66975313
2010-08,0.6146318,0.5553926,0.67387086
2010-09,0.5642509,0.51248723,0.6160146
2010-10,0.64213544,0.5979481,0.68632275
2010-11,0.73456544,0.69051653,0.7786144
2010-12,0.4370223,0.39815724,0.4758874
2011-01,0.45676905,0.41436893,0.49916914
2011-02,0.42912033,0.3897128,0.46852788
2011-03,0.5563974,0.51538527,0.5974095
2011-04,0.60221547,0.56289977,0.64153117
2011-05,0.44336236,0.40157145,0.4851533
2011-06,0.5482127,0.502444,0.5939814
2011-07,0.64491206,0.58925456,0.7005696
2011-08,0.6510249,0.5970996,0.70495015
2011-09,0.53794116,0.48637974,0.5895026
2011-10,0.5763366,0.5300275,0.6226457
2011-11,0.5112523,0.46869895,0.5538056
2011-12,0.49482837,0.4525499,0.5371068
2012-01,0.3695542,0.3276059,0.4115025
2012-02,0.4647088,0.41840962,0.51100796
2012-03,0.4209961,0.3828921,0.4591001
2012-04,0.6105002,0.56782424,0.6531762
2012-05,0.6589486,0.6107233,0.70717394
2012-06,0.629351,0.5786319,0.6800701
2012-07,0.56779647,0.51425034,0.6213426
2012-08,0.6449439,0.5771274,0.7127604
2012-09,0.64759123,0.5868464,0.708336
2012-10,0.7321626,0.6801398,0.7841854
2012-11,0.7210487,0.6773536,0.76474386
2012-12,0.4636831,0.42318177,0.5041845
2013-01,0.6078036,0.5659251,0.64968204
2013-02,0.52651656,0.48379186,0.5692413
2013-03,0.5829417,0.541925,0.62395847
2013-04,0.57481265,0.5257574,0.6238679
2013-05,0.5568857,0.50146765,0.6123038
2013-06,0.6593197,0.6030043,0.7156352
2013-07,0.58917844,0.5326067,0.64575016
2013-08,0.6352067,0.57162017,0.6987932
2013-09,0.7221902,0.6662515,0.77812886
2013-10,0.6503963,0.597056,0.70373666
2013-11,0.7700114,0.7229114,0.81711143
2013-12,0.60764134,0.56141466,0.65386796
2014-01,0.6695646,0.622098,0.7170312
2014-02,0.49080652,0.44725463,0.5343584
2014-03,0.694528,0.648441,0.740615
2014-04,0.73631227,0.6886264,0.78399813
2014-05,0.73708785,0.6884094,0.78576624
2014-06,0.61747456,0.5643953,0.6705538
2014-07,0.5809606,0.52662504,0.63529617
2014-08,0.73377496,0.67367274,0.7938772
2014-09,0.756769,0.7046591,0.8088789
2014-10,0.7423641,0.69290525,0.7918229
2014-11,0.63000286,0.5861616,0.6738441
2014-12,0.6848145,0.6452265,0.7244026
2015-01,0.7400082,0.69822913,0.7817873
2015-02,0.78175026,0.740612,0.8228885
2015-03,0.79528373,0.75049824,0.8400692
2015-04,0.70091575,0.65298545,0.74884605
2015-05,0.7309856,0.6839389,0.77803224
2015-06,0.7596305,0.7079085,0.81135243
2015-07,0.7145488,0.66327834,0.7658193
2015-08,0.7991504,0.7368658,0.861435
2015-09,0.82609314,0.77123094,0.88095534
2015-10,1.0153373,0.96493423,1.0657405
2015-11,0.9959859,0.95247537,1.0394964
2015-12,1.0416831,0.99845076,1.0849154
2016-01,1.0877537,1.0464499,1.1290573
2016-02,1.2235882,1.1839018,1.2632747
2016-03,1.1820779,1.1462066,1.217949
2016-04,1.0296463,0.9872375,1.072055
2016-05,0.8804874,0.83482504,0.9261497
2016-06,0.77708083,0.7294142,0.82474744
2016-07,0.77772677,0.72627807,0.82917553
2016-08,0.94857633,0.8921002,1.0050524
2016-09,0.8455436,0.79136264,0.8997246
2016-10,0.81902903,0.7713468,0.8667112
2016-11,0.8444866,0.80383766,0.8851355
2016-12,0.77912897,0.7382809,0.8199771
2017-01,0.9519715,0.91184795,0.99209505
2017-02,1.0670907,1.0290638,1.1051178
2017-03,1.0645919,1.0271796,1.1020042
2017-04,0.84599763,0.80479693,0.88719827
2017-05,0.7798254,0.73829556,0.8213552
2017-06,0.6575456,0.609505,0.70558625
2017-07,0.80458516,0.7507668,0.85840356
2017-08,0.81099087,0.7511646,0.8708171
2017-09,0.72930163,0.6776079,0.78099537
2017-10,0.80949205,0.764127,0.85485715
2017-11,0.8058706,0.763549,0.8481923
2017-12,0.8148281,0.7754213,0.85423493
2018-01,0.7106047,0.6729177,0.7482917
2018-02,0.7957914,0.75522476,0.836358
2018-03,0.7900751,0.7507628,0.82938737
2018-04,0.8223178,0.7767505,0.86788505
2018-05,0.71316856,0.6692025,0.7571347
2018-06,0.7375257,0.6873122,0.7877392
2018-07,0.7334142,0.67723614,0.78959227
2018-08,0.73473924,0.672286,0.79719245
2018-09,0.67586756,0.6212568,0.7304783
2018-10,0.8693208,0.8213614,0.9172802
2018-11,0.7447671,0.7012972,0.78823704
2018-12,0.8242562,0.7847442,0.86376816
2019-01,0.7995958,0.75716734,0.84202427
2019-02,0.8442263,0.79712707,0.89132553
2019-03,1.0757369,1.0314062,1.1200676
2019-04,0.93880504,0.89124775,0.9863623
2019-05,0.7776251,0.73376954,0.8214807
2019-06,0.80911994,0.7547636,0.8634763
2019-07,0.8571952,0.79993093,0.9144594
2019-08,0.85825413,0.79831004,0.91819817
2019-09,0.8026575,0.74497795,0.860337
2019-10,0.9556284,0.9032823,1.0079745
2019-11,0.9372168,0.8904445,0.9839892
2019-12,1.0368102,0.9909035,1.0827167
2020-01,1.0694563,1.0249017,1.1140109
2020-02,1.1133685,1.0673538,1.1593832
2020-03,1.0943997,1.0482767,1.1405227
2020-04,1.0626723,1.0151452,1.1101993
2020-05,0.90792704,0.8561947,0.9596594
2020-06,0.8251334,0.7627924,0.8874744
2020-07,0.81607646,0.7542902,0.87786263
2020-08,0.80101144,0.7415303,0.8604925
2020-09,0.8670323,0.80767053,0.92639405
2020-10,0.8107299,0.76469195,0.8567679
2020-11,1.0130944,0.9651476,1.0610412
2020-12,0.6926237,0.6460196,0.7392277
